filename,transcript,grammar_score,corrected_text
audio_971.wav," My school ground is very large and we enjoy a lot. I spend a lot of time within school playground. And what does the playground looks like? Means my playground looks like very large and which can be a lot of time in that. And particular different types of clay will play along with my friends. And one teacher is there and teach how the rules and regulations in that. And we get different types of games like Kabadi, Koko and etc. And what the different types of songs we can hear like a bud songs. And we encourage the participants in the ground to play the games. And different types of games make me relaxing, I'm stressed. So my school playground is very large. And we enjoy a lot.",3.8128104,"My school playground is very large and we enjoy a lot. And I spend a lot of time in that. And we get different types of games like Kabadi, Koko and etc. and we can hear different types of songs like bud songs. And we encourage the participants in the ground to play the games. And different types of games make me relax, I'm stressed. So my school playground is very large. And we enjoy a lot."
audio_1275.wav," I am discovering the best job of my life, the best job of my life was when the twelfth result came. Before tell the truth, the corona COVID-19 was present and lockdown was gone for one year. So all the exams of twelfth and 10th were cancelled by the CBSC and Indian government. So I was studying in the Price Unborn COVID College and I scored 98.4% in my 12th class. So that day was my best day of my life and I also got good college, lovely profession, with 50% scholarship of because of that 12th percentage. So this was my best day.",3.9757078,"I am discovering the best job of my life, the best job of my life was when the twelfth result came. The corona COVID-19 was present and lockdown was gone for one year. So all the exams of twelfth and 10th were cancelled by the CBSC and Indian government. So that day was my best day of my life and I also got good college, lovely profession, and 50% scholarship because of that 12th percentage. So that day was my best day."
audio_1291.wav," The best day of my life was when I went on a school outing with my friends. We ate delicious food and enjoyed the day to the fullest. I woke up at 6 a.m. and got ready for the school. My mother dropped me to school from there we went to a science part by bus. During the entire journey we danced, sang, played games and did many more fun activities. We ate snacks and played games with our teacher also. When we arrived we visited the science city and enjoyed every bit of it. Besides the science part, it was a water park also, so we quickly changed our clothes and jumped into the pool. We enjoyed ourselves in the pool and we kept on playing for an hour. After that we took a bath.",3.40564,"The best day of my life was when I went on a school outing with my friends. We ate delicious food and enjoyed the day to the fullest. I woke up at 6 a.m. and got ready for the school. My mother dropped me off at school and we went to a science part by bus. During the entire journey we danced, sang, played games and did many more fun activities. We ate snacks and played games with our teacher also. When we arrived we visited the science city and enjoyed every Besides the science part, it was a water park also, so we quickly changed our clothes and jumped into the pool. We enjoyed ourselves in the pool and we kept on playing for an hour. After that we took a bath."
audio_320.wav, I'm not going to stop that. I'm not going to stop that. I'm not going to stop that. I'm not going to stop that. I'm not going to stop that. I'm not going to stop that. I'm not going to stop that. I'm not going to stop that. I'm not going to stop that. I'm not going to stop that. I'm not going to stop that. I'm not going to stop that.,2.922078,I'm not going to stop that. I'm not going to stop that. I'm not going to stop that. I'm not going to stop that. I'm not going to stop that. I'm not going to stop that. I'm not going to stop that.
audio_545.wav," So describing the favorite place of 9 is Vrindavan. First of all, we book our tickets and we go by a train to the Vrindavan. It is a very beautiful place and everyone must have to visit. Vrindavan is the place of Lord Krishna. The talking about local foods or dishes, so let's see which is made up of curd is very famous and I love so much. Other than that, there is no particular time or season. Holy is a special season and they play holy for a month. So yeah, this is all about Vrindavan.",3.5282378,"So describing the favorite place of 9 is Vrindavan. First of all, we book our tickets and we go by a train to the Vrindavan. It is a very beautiful place and everyone must have to visit. Vrindavan is the place of Lord Krishna."
audio_287.wav," My best day of my life was when I say I like you to my girlfriend and she says I like you too and let's be a couple. Well, if I have an if I have an say I like you to my girlfriend I would have my girlfriend obviously now. Yeah, we went to a nice restaurant and I said I said to her I like you and I love you. Would you be my girlfriend? Yes, something like that. I didn't give her anything though. I just paid for it dinner I guess. Yeah, when I think about that day I grateful for my girlfriend I guess.",3.9525113,"My best day of my life was when I said I like you to my girlfriend and she said I like you too and let's be a couple. Well, if I had an say I like you to my girlfriend, I would have my girlfriend obviously now. Yeah, we went to a nice restaurant and I said I liked you and I love you. I didn't give her anything though. I just paid for it dinner I guess. Yeah, when I think about that day, I am grateful for my girlfriend, I guess."
audio_172.wav," My most favorite hobby is cooking and I mostly enjoy my time with cooking whenever I'm at home because that will give me some peace, it will give me some happiness. Yeah, basically the cooking needs some tools like utensils, like food items, the raw materials required to cook the delicious food. Yes, I enjoy the practicing my hobby on my own. Yeah, I will practice it my own not with any others but with my mom also I will enjoy cooking. We both enjoy cooking that is my best hobby and whenever I feel sad I will always cook. I also prepare some delicious food. Whenever I am feeling low I will cook my food with my mom. It will be a best memory for me.",3.816264,"My most favorite hobby is cooking and I mostly enjoy my time with cooking whenever I'm at home because that will give me some peace, it will give me some happiness, and I will practice my hobby on my own, not with anyone else, but with my mom, I will enjoy cooking. We both enjoy cooking, that is my best hobby and whenever I feel sad I will always cook. I also prepare some delicious food. Whenever I am feeling low I will cook my food with my mom. It will be a best memory for me."
audio_322.wav," My best day is about 10 years ago because I could enter the university I desired. I had not experienced this the best day. Maybe I have depressed for a long time until now. Because this day is a very special day for me because I studied very hard for to enter the university because university was difficult to enter. When I was thinking about that day, I was happy. I became happy.",3.3302097,"My best day is about 10 years ago because I could enter the university I desired. I had not experienced this day the best day. Maybe I have been depressed for a long time until now. Because this day is a very special day for me because I studied very hard for to enter the university because university was difficult to enter. When I was thinking about that day, I became happy."
audio_541.wav," My favorite place to visit is definitely the beach. There is just something so climbing and retro netting about being by the ocean. I love feeling the warmth and breaking my toes, listening to the soothing sound of the waves crashing and watching the seagulls swirling over my head. Whether I am longing under a colorful umbrella, playing beach volleyball or taking a refreshing dip in the water. The beach always brings me a sense of peace and happiness. It is the perfect place to unwind soak up this sun and enjoy the beauty of nature. Place, who can resist buildings and casals and collecting seashells? It's pure bliss. Thank you.",3.698143,"My favorite place to visit is definitely the beach. There is just something so climbing and retro netting about being by the ocean. I love feeling the warmth and breaking my toes, listening to the soothing sound of the waves crashing and watching the seagulls swirling over my head. The beach always brings me a sense of peace and happiness. It is the perfect place to unwind, soak up the sun, and enjoy the beauty of nature. Place, who can resist buildings, casals, and collecting seashells? It's pure bliss. Thank you."
audio_148.wav, I'm going to be a little bit more careful. I'm going to be a little bit more careful. I'm going to be a little bit more careful. I'm going to be a little bit more careful. I'm going to be a little bit more careful. I'm going to be a little bit more careful. I'm going to be a little bit more careful. I'm going to be a little bit more careful. I'm going to be a little bit more careful. I'm going to be a little bit more careful. I'm going to be a little bit more careful. I'm going to be a little bit more careful. I'm going to be a little bit more careful. You're called a girl who's called to you. Uhhh... ...whoa... ...whoa... ...whoa... ...whoa... ...whoa... ...whoa... Uhhh... ...whoa... ...whoa... ...whoa... Uhhh... ...whoa... ...whoa... ...whoa... ...whoo... I'm so tired. I'm so tired. I'm so tired. I'm so tired. I'm so tired. I'm so tired. I'm so tired. I'm so tired. I'm so tired. I'm so tired.,3.1691263,I'm going to be a little bit more careful. I'm going to be a little bit more careful. I'm going to be a little bit more careful. I'm going to be a little bit more careful. I'm going to be a little bit more careful. You're called a girl who's called to you. Uhhh... ...whoa... ...whoa... ...whoa... ...whoa... ...whoa... I'm so tired. I'm so tired. I'm so tired.
audio_1317.wav," My school playground is very big. It's very huge. There are trees at the boundaries. All the trees cover the edges of the playground. And there were children approximately at 30 to 40 who play daily in the playground. I heard birds chirping, water falling from the water cooler. And the wind touches the leaves of the tree. And the tree leaves genses them. The birds plays with the tree leaves. They make their nest on the tree. The school children playing cricket. And on the other side, some children playing football. Football is a popular game between children nowadays. It can be seen playing by the children in maximum playgrounds of the school.",3.4654276,"My school playground is very big. It's very huge. There are trees at the boundaries. There are children approximately 30 to 40 who play daily in the playground. I heard birds chirping, water falling from the water cooler. And the wind touches the leaves of the tree. And the birds play with the leaves. They make their nest on the tree. And on the other side, some children playing football. Football is a popular game among children nowadays. It can be seen playing by the children in maximum playgrounds of the school."
audio_1243.wav," How we survive, we should present this with interest yet, much satisfaction and amusement. It is a kind of recreation, shelter from the searching, being the sun, and also get food from it. There are many kinds of hobbies, and we select one of them as for our will and mindset. Some have a hobby of collecting post-stall, some collecting interesting book of stories, some pet birds, but my hobby is gardening. I am much interested in gardening since my childhood. I like to see the green, bellberry grass, different color flowers and beautiful plants. So I have selected a piece of plant in my house and planted different kind of flowers. I have planted red rows, yellow and black rows plants and have arranged them one after another.",3.6767044,"There are many kinds of hobbies, and we choose one of them as for our will and mindset. Some have a hobby of collecting post-stall, some collecting interesting books of stories, some pet birds, but my hobby is gardening. I like to see the green, bellberry grass, different color flowers and beautiful plants. So I have selected a piece of plant in my house and planted different kinds of flowers. I have planted red rows, yellow and black rows plants and have arranged them one after another."
audio_348.wav," The best day of my life was when I graduated from university. Graduating change in my life, it opened up new opportunities for me and helped me to get where I am today. The day is special because it marked the end of my hard work and the start of a new chapter in my life. I feel proud and happy, surrounded by my friends and family. When I think about that day, I feel nostalgic and thankful because of the experience I gained the memories and I am grateful for the opportunities that came my way because of my graduation. When I think back to that day, I am filled with nostalgia for the memories created and experience shared. It serves as a reminder of the importance of hard work, perseverance, goals and dreams.",3.716272,"The best day of my life was when I graduated from university. Graduating changed my life, it opened up new opportunities for me and helped me get where I am today. I feel proud and happy, surrounded by my friends and family. When I think about that day, I feel nostalgic and thankful because of the experience I gained and I am grateful for the opportunities that came my way because of my graduation. It serves as a reminder of the importance of hard work, perseverance, goals and dreams."
audio_662.wav," I hate the point, but what is what is what is what is what is what not so what happens to that home. The people are selling their market is food and vegetables and I hear a lot of noise mainly from the market. I could bait me kids crying and parents yelling. In the day and morning it's loud and in the night in the evenings it's much more quiet because most everyone's a homelace, much busier at the market.",3.7483163,"I hate the point, but what is what is what is what is not so what happens to that home? In the day and morning it's loud and in the night in the evening it's much quieter because most people are busy at the market."
audio_540.wav," My favorite place visited recently is Pondicherry. Pondicherry is the place and the two, the beach rock beach. That's my favorite. I visited for the first time to the beach. It is a beauty in simplicity. This is an art, the phrase of wonderful Pondicherry. It has a clean environment. Swain Pond tree's clean water sun is the sand. There is much beauty in the beach. I loved it so much and the food is also very good. I want to visit it one more time. I love the beaches and it's very clean. It's magical and beautiful in the winter season. I think it will be more better.",3.4647,I visited for the first time to the beach. It is a beauty in simplicity. Swain Pond trees clean water and the sand is the sand. There is much beauty in the beach. I loved it so much and the food is also very good. It's magical and beautiful in the winter season. I think it will be better.
audio_733.wav," Hi, I can describe the market, people mostly buying different kinds of foods, vegetables, and some other essentials and especially healthy foods. And I can describe that the noises in the market is usually they are yelling different types of people who are also asking some prices to lower down and asking to negotiate some prices to the seller. And I can also say that from morning to evening people can easily and rapidly.",2.8856387,"I can describe the market, people mostly buying different kinds of foods, vegetables, and some other essentials and especially healthy foods. And I can describe that the noises in the market are usually they are yelling different types of people who are also asking some prices to lower down and asking to negotiate some prices to the seller. And I can also describe that from morning to evening people can easily and rapidly."
audio_1297.wav," My topic is to describe the best day of my life. I thought that I felt very happy and very enthusiastic the year before because I am very poor at cooking. But I know how to cook tiffins and maggi like that, only the fast food items. I don't know how to cook the dal and the rasam. But on the day my mother felt sick, I need to cook on the day to my mother and to prepare for myself. I was a new youtube video, then I started cooking the dal. Initially I felt very nervous whether it tastes good or not. But once I watched the video I started cooking. It resulted very good way, everyone likes the dal and asked me to cook dhali. That was my best.",3.4870913,"I thought that I felt very happy and enthusiastic the year before because I am very poor at cooking. But I know how to cook tiffins and maggi like that, only the fast food items. I don't know how to cook the dal and the rasam. Initially I felt very nervous whether it tastes good or not, but once I watched the video I started cooking. It resulted in a very good way, everyone liked the dal and asked me to cook dhali. That was my best."
audio_949.wav," The school playground is a bustling scene filled with a laugh of children and the sounds of playful activities. Group of kids chase each other around the vibrant jungle gym while others kick balls across the greenfield swings sway back and forth as students take turns pushing each other higher into the sky. Nearby teachers supervise and engage with the students ensuring everyone's safety while forcing a fun and energetic atmosphere. Friends gather around a bench to chat and share snacks while in another a group place with their giggles. In the hey, the colorful playground equipment stands again as to the backdrop of the school building creating a lively and dynamic space for children to enjoy and socialize during their breaks.",4.073309,The school playground is a bustling scene filled with a laugh of children and the sounds of playful activities. Groups of kids chase each other around the vibrant jungle gym while others kick balls across the greenfield swings sway back and forth as students take turns pushing each other higher into the sky. Nearby teachers supervise and engage with the students ensuring everyone's safety while forcing a fun and energetic atmosphere. The colorful playground equipment stands again as to the backdrop of the school building creating a lively and dynamic space for children to enjoy and socialize during their breaks.
audio_1035.wav," I would like to visit South Korea because I really love the place to visit once in my life and I would like to travel to Erupe because that would be my first experience. I would like to taste the local dishes in South Korea, kimchi, jjampong, sushi and many other dishes by spicy dishes. I would like to visit the country in autumn season because the flowers or the tree blossoms, cherry blossoms.",3.3302097,"I would like to visit South Korea because I really love the place to visit once in my life and I would like to travel to Erupe because that would be my first experience. I would like to taste the local dishes in South Korea, kimchi, jjampong, sushi and many other dishes by spicy dishes. I would like to visit the country in autumn season because of the flowers or the tree blossoms, cherry blossoms."
audio_882.wav," The best day of life is different for everyone and can be anything, whether it's small or big. In my case, it was the day when I scored highest in the class. The best and the happiest day of my life was full of joy and fun. Everyone was praising me, my friends and family were proud of me for doing something that no one believed I could achieve. The day my test results were out of my life filled with joy. I was doing poorly in my studies, going average marks, however, my father taught me to never give up. So I kept studying, trying to improve and finally got what I aim for. The moment my teacher announced that I scored the highest marks in the class, everyone abroad. My friends were smiling with pride, my teacher was happy and my class requires their pride. When I told my parents about my results, they were burst.",3.7688751,"The best day of life is different for everyone and can be anything, whether it's small or big. In my case, it was the day when I scored highest in the class. Everyone was praising me, my friends and family were proud of me for doing something that no one believed I could achieve. The day my test results were out of my life filled with joy. I was doing poorly in my studies, going average marks, but my father taught me to never give up. So I kept studying, trying to improve and finally got what I wanted. When I told my parents about my results, they were shocked."
audio_401.wav," The scene of the school playground is amazing, it's joyful, it's playful. The most sport that our students used to like before is soccer. And when the soccer everybody is happy, the scream is fun, everybody is laughing, everybody is happy. So I will describe it as a joyful scenario.",2.5669477,"The scene of the school playground is amazing, it's joyful, it's playful. The most sport that our students used to like before is soccer. And when the soccer everybody is happy, the scream is fun, everybody is laughing, everybody is happy. So I will describe it as a joyful scenario."
audio_113.wav," In the crowded market, the scene is vibrated and bustling with activity. Wenders like the street, selling a variety of goods and ranging from fresh produce like fresh produce like fruits, vegetable and spices to clothing, accessories and household items. Customers weave through the narrow ails, bargaining and inspecting the merchandise. The market is filled with the sound of vendors calling out their prices and goods, mangling with the chattels of buyers and settlers negotiating deals. The clinging of coins and the resell of bags and to lively atmosphere. Add to lively atmosphere. As the day progresses, the market scene changes. In the morning, it starts slowly as vendors set up their stall and early shoppers begin to arrive. By midday, the market is at its peak with crowd bustling around, making purchases and enjoying the lively ambience. Towards the evening, the pace begins to slow down as the vendor starts to back up their stalls.",3.9629183,"In the crowded market, the scene is vibrated and bustling with activity. Wenders like the street, selling a variety of goods, from fresh produce like fruits, vegetables, and spices to clothing, accessories and household items. The market is filled with the sound of vendors calling out their prices and goods, and negotiating deals with settlers. As the day progresses, the market scene changes. In the morning, it starts slowly as vendors set up their stalls and early shoppers begin to arrive. By midday, the market is at its peak with crowds bustling around, making purchases and enjoying the lively atmosphere."
audio_435.wav,Error: Audio file not found: dataset/audios_test\audio_435.wav,3.6009393,Error: Audio file not found: dataset/audios_testaudio_435.wav.
audio_719.wav," In the busy market, there are a lot of people buying and selling things. You can find all things of items like fruits, vegetable, clothes and henmen craft. The ear is filled with the sound of people talking, nagloth talking, glinging of coins. For the day, the market changes. In the morning, it starts to get busy. Has people set up their stores. By the evening, it's a very crowded market with lots of people. And the evening, things start to calm down. Has the market closes for the day?",3.6550236,"In the busy market, there are a lot of people buying and selling things. You can find all things like fruits, vegetables, clothes and henmen crafts. The ear is filled with the sound of people talking, nagloth talking, and glinging of coins."
audio_698.wav, This will allow a lot of money has come into stock group or commodity. In a well or forward thinking of marketing known as crowd marketing involves harnessing the influence of a large group of paper in order to disassist minute a company's message at naught but as the goal of crowd marketing is to produce a cohesive and amplified message that connects with the target audience. This is accomplished by harnessing the collective voice of the crowd the next step for brands is to develop a sense of community. Engaging with customers on social media and encouraging them to share their thoughts and ideas on a business. It is necessary for brands to measure and monitor their success because of this deal they will have a better understanding of the industry.,3.6759348,"This will allow a lot of money to come into stock group or commodity. In a well or forward thinking of marketing, crowd marketing involves harnessing the influence of a large group of paper in order to disassist minute a company's message at naught but as the goal of crowd marketing is to produce a cohesive and amplified message that connects with the target audience. This is accomplished by harnessing the collective voice of the crowd. The next step for brands is to develop a sense of community by engaging with customers on social media and encouraging them to share their thoughts and ideas on a business. It is necessary for brands to measure and monitor their success because of this deal they will have a better understanding of the industry."
audio_959.wav," In the hot of the school year, the playground school is like a vibrant campus, a center-equal-full-jungle-gem stands or tall or normal with the climbing winds of lighter and ankles of excitement near by twins.",3.1613703,"In the hot of the school year, the playground school is like a vibrant campus, a center-equal-full-jungle-gem stands or tall or normal with the climbing winds of lighter and the ankles of excitement near by twins."
audio_1166.wav," I have a set of different goals under my pocket and the most important goal for me was to become successful in the picture. In my opinion, the success I have to become a leader in the person. I would also seek to help others and I would also seek for help if that what motivates me to stay focused on the leader. To achieve this goal was to be a reason why I am achieving or why I want to achieve this because to me become successful was being fulfilled. I would want to make something pure.",3.2287252,"I have a set of different goals under my pocket and the most important goal for me was to become a leader in the person. I would also seek help from others and I would also seek help if that is what motivates me to stay focused on the leader. To achieve this goal, I would want to make something pure."
audio_543.wav," My favorite place is Humpey. It is located in Karnataka and India and Subcontinent. The Humpey is mainly very famous for the structures and shilpakala. So it was built by Shri Krishna Devaraya, who is the king of Vijayanagara Empire and the construction belongs to 16th century. The most famous architecture you will be find there. It's one of the best and the best civilized structures and architecture we will be find there. It is most and most wonderful thing I have visited and one of the local dishes there is the Fibilayabad. It is very thirsty.",3.4078288,"The Humpey is mainly famous for the structures and the shilpakala. It was built by Shri Krishna Devaraya, who is the king of Vijayanagara Empire, and the construction belongs to the 16th century. It's one of the best and the best civilized structures and architecture we will find there. It is most and most wonderful thing I have visited and one of the local dishes is the Fibilayabad. It is very thirsty."
audio_89.wav," Recently, I visited Raitabaza near my house, which is for the purpose of selling vegetables and all the other kind of daily grocery, which are required in our kitchen. When I reached there, the place was so crowded that I can't even find what they are selling. The people are surrounding the stalls. We can't see what the stalls are selling actually. Everyone was shouting about the grocery that they are selling. It was very crowded in the early morning times and it was a bit less crowded in the time of afternoon.",3.6548848,"Recently, I visited the Raitabaza near my house, which is for the purpose of selling vegetables and all the other kind of daily grocery, which are required in our kitchen. When I reached there, the place was so crowded that I couldn't even find what they were selling. It was very crowded in the early morning and it was a bit less crowded in the time of afternoon."
audio_884.wav," The best day of my life occurred when I was 14 years old. There was a football video game at the time called Pro Evolution Soccer, made by Konami. And the latest version of that game had recently come out and I decided that I was going to get it that day, but I just needed everything to go perfectly on that day. So I got up, went to school. I didn't get an end-chobble at school. It was normal for me to get in trouble and to have to go to detention. When I didn't get an end-chobble that day, on the way home from school, I stopped off at my local video game store, bought the game, went home and played it into the evening. And from that day until this day, it's always stayed in my mind as such a perfect idyllic day, which I wouldn't change.",3.8010752,"The best day of my life occurred when I was 14 years old. There was a football video game at the time called Pro Evolution Soccer, made by Konami. And the latest version of that game had recently come out and I decided that I was going to get it that day, but I just needed everything to go perfectly that day. So I got up, went to school, and I didn't get an end-chobble at school. When I didn't get an end-chobble that day, on the way home from school, I stopped at my local video game store, bought the game, went home and played it into the evening. And from that day until today, it's always stayed in my mind as such a perfect idyllic day, which I wouldn't change."
audio_19.wav," I am describing about my happy hobbies. I would like to listen to songs when I was in free time and again I started to do things about myself to take care of myself and finish all of my things. Describing a favorite hobby, what do you enjoy the most about your hobby or there are any tools that you need to use for your hobby, do you enjoy practicing your hobby and your own or other with others. I mostly like to spend time with myself only to take care of myself.",3.4312694,I am describing my happy hobbies. I would like to listen to songs when I was in free time and again I started to do things about myself to take care of myself and finish all of my things. I mostly like to spend time with myself only to take care of myself.
audio_641.wav," Well, my goal in life is to live a happy fulfilling and meaningful life. I believe that it's important to follow my passions and pursue my dreams. I want to make a positive impact on the world, whether it's through my work, my relationships or by giving back to my community. I strive to constantly learn and to challenge myself and to embrace new experiences. I ultimately, my goal is to find joy and contentment in all aspects of my life, while also making a difference in the lives of others. Life is a journey and my goal is to make it a remarkable one. Thank you.",3.413453,"I believe that it's important to follow my passions and pursue my dreams. I strive to constantly learn and challenge myself and to embrace new experiences. I ultimately, my goal is to find joy and contentment in all aspects of my life, while also making a difference in the lives of others. Life is a journey and my goal is to make it a remarkable one. Thank you."
audio_1115.wav, My goal is gaining a job in a particular company and a mecha-valuable person in this society. I will become a valuable person in this society. I face a many challenges in my way. In the like I face the challenges in our studies. There is no coaching classes through the 10th and 12th. I will become a study myself and there would be a good marks in 10th and 12th. After that I will be a go-to college. I had not the admission in the college and presently I will be a go-to college.,3.6038716,I will gain a job in a particular company and become a mecha-valuable person in this society. I will become a study myself and there will be a good marks in 10th and 12th. After that I will be a go-to college.
audio_811.wav," My favorite hobby is reading. When I read, I can go on exciting adventures without leaving my room. I love getting lost in different worlds and meeting interesting characters. Sometimes, I read about far away places or learn new things about topics and curious about. It's like having a super power to explore endless possibilities. Reading also helps me relax and unwind after a busy day. I can cause up with a good book and forget about everything else for a while. Plus, it's something I can do anytime, anywhere, wherever it's a sunny day at the park or a rainy afternoon at time. Overall, reading books brings me joy and enriches my life in so many ways.",4.295158,"My favorite hobby is reading. When I read, I can go on exciting adventures without leaving my room. I love getting lost in different worlds and meeting interesting characters. Sometimes, I read about far away places or learn new things about topics and curious about. It's like having a super power to explore endless possibilities. Reading also helps me relax and unwind after a busy day. Plus, it's something I can do anytime, anywhere, wherever it's a sunny day at the park or a rainy afternoon at time. Overall, reading books brings me joy and enriches my life in so many ways."
audio_75.wav," So crowded market. People sell food such as fruits, meat, vegetables and maybe some cutleries or yeah. What's happening here? Well, in terms of sounds, you're probably mostly here like people talking or like chopping vegetables and meats and you can hear the knife sounds. Well in the morning, the market will probably be busy but it will get like less busy in the evening.",3.4284081,"Well, in terms of sounds, you're probably mostly here like people talking or like chopping vegetables and meats and you can hear the knife sounds. Well, in the morning, the market will probably be busy but it will get less busy in the evening."
audio_1138.wav," I would like to become a beauty unit, among the art in the world. I face you and I would like to also my own solenders of any difficulties like the exams and any communication problems etc. I motivate myself, motivate myself and I will give you a second course. Watching some movies, so totally, I feel I was by reading books and hours. I have learned inspiration from my local family. I would like to and see goals by what I think that is simply.",3.633851,"I would like to become a beauty unit, among the art in the world. I would like to also my own solution of any difficulties like the exams and any communication problems etc. I motivate myself, motivate myself and I will give you a second course. I would like to and see goals by what I think that is simply."
audio_66.wav, My topic is to describe about the scene of the crowded market. Once in a week we go to the market by the vegetables and the items for food. Today morning I went to the market along with my mom. It was very crowded literally. I felt a little bit nervous to walk in such crowds and to buy vegetables. What we needed. The vegetable was full. The market was full of vegetables. And my favorite food item is potato curry. Every time we go to the market we buy at least 2 kilos of potato. Today due to the high rates we did not buy it. The market was full of clothes and with high cost of the food.,3.4647,"My topic is to describe the scene of the crowded market. Once in a week we go to the market by the vegetables and the items for food. Today morning I went to the market along with my mom. It was very crowded literally. I felt a little bit nervous to walk in such crowds and buy vegetables. My favorite food item is potato curry. Today due to the high rates we did not buy it, the market was full of clothes and with high costs of the food."
audio_500.wav," My favorite place to visit is Puerto Rico. This place is very peaceful. I had to travel from USA like New York and I need to take my plane to Puerto Rico to San Juan, but there is like an island near Skolkulebra. It is very, very, very small, but with lots of beaches and places to go and eat food. The winter season is the most peaceful and beautiful.",3.3611846,"My favorite place to visit is Puerto Rico. This place is very peaceful. I had to travel from USA like New York and I needed to take my plane to Puerto Rico to San Juan, but there is like an island near Skolkulebra. It is very, very, very small, but with lots of beaches and places to go and eat food."
audio_922.wav," 1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5 The best day of my life was the day I got an admission to the university, I had charged several years at later attempts and it wasn't first coming but finally eventually on that day I saw my name on the list of admitted students which is of course I wanted to study and that was really really a study, could I write a committee?",3.3425212,"The best day of my life was the day I got an admission to the university, I had charged several years at later attempts and it wasn't first coming but finally on that day I saw my name on the list of admitted students which is of course I wanted to study and that was really a study, could I write a committee?"
audio_656.wav," In the crowded market, there are lots of stalls selling fruits, veggies, clothes and more. People tag, huggle and walk around, creating an lively atmosphere. Benders call out prices and you can hear the sound of people bargaining. As it goes on, more shoppers arrive making the market busier. Towards evening, it starts to glide down as the vendors pack up and shoppers head home.",3.2399118,"As it goes on, more shoppers arrive, making the market crowded. As it goes on, people tag, huggle and walk around, creating an atmosphere of lively atmosphere."
audio_218.wav, My favourite hobby is guided. Because in the gardening you get to a bit close towards the nature and you get to understand how nature really works. You will get to understand what is the use of pea sands because you are gardening and feeding the plant and watering it. But it will bloom only in a spring season. But you have to water it in each and every day of the year. So you will get the pea sands by watering it and by daily practicing your gardening practices. And I practice it on my own only because it is a time where there is no one between me and the nature. So it's a great time for me to spend with the nature because I like the very most and that I like the sound of birds and butterflies. So I like it the most. And you should also do that.,3.7549744,My favourite hobby is guided gardening because you get to understand how nature really works. You will get the pea sands by watering it and practicing your gardening practices. And I practice it on my own only because it is a time where there is no one between me and the nature. So it's a great time for me to spend with the nature because I like the very most and that I like the sound of birds and butterflies. So I like it the most. And you should also do that..
audio_1278.wav," The best of my life, I would like to involve in spending quality time with cherished friends and family. Perhaps in a beautiful, natural setting like a beach or a forest, picture a day filled with laughter, meaning full conversation and shared experiences. Maybe we embark on an exciting adventure like hiking to a breathtaking viewpoint, having a picnic by a tranquil lake or a simply enjoying each other's company around the one fire under the stars. Throughout the day, there is a scene, sense of deep connection and happiness. As we create lasting memories together, it's a day where everything falls into a place and the bones of friendship and love shine brighter than ever before. The best of my life would like to involve a combination of personal achievements, meaningful connections and movements of PR joy to me also.",4.0657578,"The best of my life, I would like to spend quality time with cherished friends and family. Perhaps in a beautiful, natural setting like a beach or a forest, imagine a day filled with laughter, meaning full conversation and shared experiences. Maybe we embark on an exciting adventure like hiking to a breathtaking viewpoint, having a picnic by a tranquil lake or simply enjoying each other's company around the one fire under the stars. Throughout the day, there is a scene, sense of deep connection and happiness. As we create lasting memories together, it's a day where everything falls into a place and the bones of friendship and love shine brighter than ever before. The best of my life would like to involve a combination of personal achievements, meaningful connections and movements of PR joy to me also."
